Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Velocity,PositionX,PositionY,HorizontalInput,VerticalInput
4.42026233673096,8.27222728729248,10,3.12746071815491,1.61979365348816,19.59999,-191.8136,52.79391,0,0.401694357395172
3.97848963737488,5.48403549194336,10,10,1.83875870704651,19.60118,-201.7063,52.88941,0,-0.520129144191742
1.21013832092285,1.44946801662445,3.67502379417419,10,7.93520545959473,16.59859,-210.6367,52.55461,-0.5,-0.298292100429535
0.409541815519333,0.830742359161377,8.64472484588623,10,5.31101369857788,15.66591,-217.7054,48.93323,-0.5,0
2.06828665733337,4.52590417861938,10,6.4088773727417,3.51333832740784,14.86591,-222.3578,42.95507,-0.491578072309494,0.248781621456146
2.90476083755493,4.57309675216675,10,8.17912578582764,2.75318717956543,17.50974,-225.9086,35.90068,0,1
2.4731125831604,3.65305876731873,10,10,3.6615104675293,17.68816,-228.7751,27.44823,-0.5,0
3.18688368797302,5.36353826522827,10,5.95607995986938,2.67296695709229,16.68813,-228.6901,18.89621,-0.439953446388245,0
2.26945924758911,3.22790193557739,7.63955211639404,10,3.9424569606781,15.68812,-226.7854,11.01944,-0.0781065002083778,0
1.30064916610718,2.10385298728943,7.43900203704834,10,4.57252264022827,14.68812,-223.779,4.0843,-0.5,0
2.10992312431335,4.53129243850708,10,5.76050281524658,3.23596620559692,13.68812,-218.7223,-0.8408146,-0.5,0
3.43352007865906,6.49109554290771,10,3.48201394081116,1.94621205329895,12.68812,-212.8589,-3.867637,0,0
3.19732117652893,5.09950494766235,10,10,2.54836487770081,14.10224,-207.1322,-6.823526,-0.0407697409391403,1
1.51886236667633,2.14538621902466,7.26057910919189,10,5.51738929748535,18.10224,-199.5522,-9.597023,-0.5,1
1.89669692516327,4.65979623794556,10,6.44189500808716,3.993896484375,18.73689,-190.1891,-9.732288,-0.266691625118256,0
2.53509020805359,4.62142562866211,10,7.04432058334351,3.55402088165283,17.73687,-181.1096,-9.012367,0.0593822374939919,0
2.39481139183044,4.55362939834595,10,6.95496416091919,3.66758799552917,18.51253,-172.2319,-9.167844,0,0.925564229488373
2.40611696243286,4.57510757446289,10,6.93351411819458,3.65627312660217,18.51253,-162.9756,-9.159285,0,0.807080268859863
2.41743135452271,4.59658622741699,10,6.9120774269104,3.64498805999756,18.51253,-153.7192,-9.150725,0,0.175602436065674
2.42870187759399,4.61802911758423,10,6.89067697525024,3.63369750976563,18.35252,-144.487,-9.142187,0,0
2.43974304199219,4.63904428482056,10,6.7952356338501,3.58338785171509,17.63251,-135.4387,-9.133111,-0.0638579949736595,0
4.03300523757935,7.44592714309692,10,3.41558122634888,1.61974275112152,16.63248,-126.9816,-7.902535,0,0
2.833500623703,4.12660312652588,9.66999244689941,10,3.0816502571106,15.63247,-119.1266,-6.058155,-0.47432279586792,0
2.14216613769531,3.61740875244141,10,10,3.64442491531372,14.63247,-112.4224,-2.586094,-0.5,0
2.32179307937622,3.99254488945007,10,10,3.41467094421387,15.02207,-107.2732,2.467837,0,1
1.5416351556778,2.65948343276978,7.56386375427246,10,5.05142450332642,19.02207,-102.0251,9.192788,-0.5,1
1.22863924503326,1.79513967037201,7.41982650756836,10,5.7944507598877,19.70207,-98.83817,18.48746,-0.5,0
1.33070027828217,2.29309916496277,9.43748188018799,10,4.75307941436768,18.74204,-99.16515,28.03145,-0.5,0.0345906019210815
2.69105696678162,4.87443447113037,10,6.04826641082764,3.06401133537292,18.74204,-103.0209,36.50942,-0.253466188907623,0.262609928846359
2.19488453865051,3.28446936607361,9.64204978942871,10,3.6750693321228,18.66204,-108.4955,44.10196,-0.5,0.234157204627991
2.61935544013977,5.19950532913208,10,6.73600149154663,2.90386247634888,18.14203,-115.7208,49.76671,-0.335977107286453,0.0989658087491989
4.33351230621338,6.69633626937866,10,3.80805325508118,1.57202935218811,17.70202,-124.2589,52.4051,-0.0310292262583971,0.283978521823883
2.73068308830261,4.53609323501587,10,7.88028001785278,3.39497661590576,19.59111,-133.3844,53.87264,-0.5,0.750061929225922
4.09030866622925,9.51386737823486,10,3.57453060150146,2.19403481483459,19.0711,-143.0904,53.40572,0.167168706655502,0
3.59853434562683,6.57549905776978,10,4.83905267715454,2.44133973121643,18.59109,-152.4406,53.38155,0,0.598201215267181
3.54252672195435,6.67499446868896,10,4.81674289703369,2.51639938354492,20,-162.1877,53.47584,0,1
3.47781586647034,6.55300760269165,10,4.94158172607422,2.58164548873901,20,-172.1875,53.52505,0,0.671925187110901
3.41312766075134,6.43102598190308,10,5.06644868850708,2.64689445495605,20,-182.1874,53.57426,0,1
3.34843683242798,6.30905437469482,10,5.19128751754761,2.71213340759277,20,-192.1872,53.62347,0,1
3.9833357334137,6.54143714904785,10,4.54492282867432,1.92591238021851,20,-202.1546,53.13698,-0.5,0.239069223403931
2.81772828102112,4.19127464294434,9.4680814743042,10,3.32091617584229,19.15998,-211.6158,50.48797,-0.5,0
2.30649375915527,3.62564706802368,10,10,3.61416435241699,18.15996,-219.4291,45.48039,-0.459820628166199,0
3.11927580833435,5.84765386581421,10,4.81589698791504,2.5262987613678,17.79995,-224.5958,38.11502,-0.219818532466888,0
2.39271783828735,3.61265301704407,7.8737096786499,10,3.79412746429443,17.59995,-228.2501,30.02675,-0.183264568448067,0
1.46856212615967,2.72311019897461,8.77556419372559,10,4.35494232177734,16.14663,-229.8371,21.70524,-0.5,-0.839858174324036
2.52793145179749,4.40158176422119,10,7.24945402145386,3.31135392189026,13.35408,-228.4487,14.72767,-0.237929925322533,0.274902880191803
3.47012305259705,5.52558898925781,10,4.9190993309021,2.21839499473572,16.22232,-224.9447,8.412722,0,0.875330150127411
2.57934236526489,3.81213521957397,10,10,3.04535269737244,16.35376,-220.3549,1.657135,0,0.0392836332321167
1.49382483959198,2.38976454734802,9.05735301971436,10,4.14140224456787,15.83375,-214.845,-4.113389,-0.5,0
2.64274048805237,5.17175054550171,10,7.90713834762573,3.11165904998779,15.27375,-207.9003,-7.37231,-0.446185529232025,0.320768982172012
2.57698488235474,4.23324775695801,10,8.34449291229248,3.6190037727356,16.91146,-199.9803,-8.839593,-0.289232313632965,0.4225153028965
2.35188245773315,4.50549125671387,10,6.97653388977051,3.70505452156067,18.47759,-191.3688,-9.208339,0,1
2.42404413223267,4.64358615875244,10,6.84185361862183,3.63356971740723,20,-181.4989,-9.153792,0,1
2.49739742279053,4.78393745422363,10,6.70498561859131,3.56092476844788,20,-171.4991,-9.098527,0,1
2.57073140144348,4.92428922653198,10,6.56811809539795,3.48827934265137,20,-161.4993,-9.043262,0,1
2.64403367042542,5.06465530395508,10,6.43126440048218,3.41562438011169,20,-151.4994,-8.987996,0,1
2.71735596656799,5.20499324798584,10,6.22072553634644,3.34296870231628,20,-141.4996,-8.932731,0,1
2.90953087806702,5.44943237304688,10,6.10629653930664,3.11232018470764,20,-131.5004,-8.838676,-0.341766595840454,0.928384006023407
3.79491209983826,5.47519969940186,10,6.02823925018311,1.93534672260284,18.52042,-121.9557,-6.75019,0,-1
2.03887271881104,2.82348990440369,7.49679327011108,10,4.39467334747314,16.97604,-113.8818,-3.640935,-0.499864250421524,0.379114836454391
1.50383794307709,2.61806654930115,9.66944980621338,10,4.29543733596802,17.07218,-107.17,1.543306,-0.5,0.0770855993032455
2.86724615097046,5.30668354034424,10,6.33941888809204,3.00978231430054,17.50272,-102.8746,8.978274,-0.5,0.729468643665314
3.5993492603302,5.50776481628418,10,7.02535629272461,2.51317358016968,19.39095,-100.8622,18.04875,0,0.668793737888336
2.92967653274536,4.61794185638428,10,10,3.04763197898865,20,-100.5765,27.81679,-0.5,1
3.15045928955078,4.84501934051514,10,6.61750936508179,2.57766199111938,20,-103.9504,37.16239,-0.5,0.538424253463745
3.98680233955383,7.10105657577515,10,2.89747595787048,1.57140910625458,20,-110.6251,44.52918,-0.189722552895546,0.287205815315247
3.45879650115967,4.62819385528564,9.85473918914795,10,2.24028587341309,19.96,-118.655,50.48053,-0.0637334957718849,0.203296795487404
1.35223162174225,1.77977168560028,5.2279634475708,10,6.21887588500977,20,-127.5621,54.87209,-0.5,1
0.916007041931152,2.18854188919067,10,8.00164794921875,4.83263731002808,20,-137.4747,55.55471,-0.5,0.531022548675537
3.72828531265259,9.1747989654541,10,4.02842283248901,2.5338568687439,20,-147.296,53.717,0,1
3.73989725112915,6.82970428466797,10,4.55028247833252,2.29323816299438,20,-157.2706,53.27438,0.19346459209919,1
3.39875411987305,6.25564622879028,10,5.21034479141235,2.65287971496582,20,-167.2665,53.54892,0,1
3.13247656822205,5.76437091827393,10,5.7503662109375,2.92871427536011,20,-177.2644,53.75406,0,0.657189011573792
3.17155742645264,6.18284130096436,10,5.36255931854248,2.89665913581848,19.43999,-187.1901,53.8064,0,0
3.18632841110229,5.99549627304077,10,5.51081371307373,2.87559604644775,18.67997,-196.6814,53.7436,-0.114048004150391,0.339932709932327
4.46696090698242,6.86762094497681,10,3.02748870849609,1.7425194978714,17.99995,-205.7266,52.20312,-0.5,0
5.48002862930298,9.30138301849365,10,0.617313921451569,0.411822319030762,17.99995,-213.3567,47.52378,-0.0925681442022324,0.155113324522972
4.14102935791016,5.91545963287354,10,3.60190200805664,1.19247353076935,17.43994,-220.2381,41.88996,-0.253225207328796,0.148228198289871
3.46361351013184,5.01378011703491,10,10,2.19577527046204,18.19937,-225.7298,34.95607,-0.422322005033493,0.422322005033493
2.61647319793701,4.02386713027954,10,10,3.36883807182312,19.47149,-228.7104,26.13014,-0.5,0.675159990787506
3.15063405036926,5.3056263923645,10,6.6505184173584,2.71279978752136,19.35149,-228.1631,16.49119,-0.5,0.372668117284775
3.15750288963318,4.62399816513062,10,10,2.3938193321228,18.91148,-224.4867,7.655578,-0.424546480178833,0.257396429777145
3.0473039150238,5.36257934570313,10,4.65648937225342,2.34779334068298,18.91148,-218.6068,0.3163325,-0.5,0.744269251823425
3.79880785942078,5.85965156555176,10,4.94253969192505,1.55357992649078,18.91148,-210.6651,-4.788542,0,0.822488248348236
1.85319042205811,2.39183902740479,5.96661138534546,10,5.80894660949707,20,-201.8469,-9.21934,-0.5,0.582795739173889
0.873776495456696,1.87070107460022,10,8.74551677703857,4.99509382247925,19.35999,-192.072,-10.35655,-0.5,0
2.06283903121948,3.88276743888855,10,7.67597198486328,4.00982761383057,18.71997,-182.6654,-9.41258,0.249464958906174,0.524304628372192
1.72149360179901,3.49179816246033,10,7.67077589035034,4.26509618759155,20,-172.9201,-9.718893,-0.5,1
3.14806580543518,6.83753442764282,10,5.02857255935669,2.94881224632263,20,-162.9668,-8.771411,0,1
3.05434894561768,5.56419038772583,10,5.97901391983032,3.01087927818298,20,-152.9742,-8.609147,0,1
2.70181679725647,4.91964149475098,10,6.71014022827148,3.380450963974,20,-142.9777,-8.882279,0,1
2.4175591468811,4.47606039047241,10,7.62253665924072,3.6242687702179,20,-132.9806,-9.119178,-0.201995119452477,1
3.52438950538635,5.42285346984863,10,6.33836221694946,2.41337013244629,19.84,-123.1726,-7.46843,-0.0058611799031496,0
2.35404014587402,3.67065358161926,10,10,3.53125190734863,19.47999,-114.1866,-3.72383,-0.5,0.54486072063446
3.04286098480225,5.51246929168701,10,5.83914756774902,2.64339423179626,19.47999,-107.2358,3.011322,-0.350164353847504,0.277981281280518
2.22997093200684,3.00759124755859,7.68621253967285,10,4.74075365066528,20,-101.7474,11.18034,-0.375945001840591,1
0.659747362136841,0.926283478736877,4.91719675064087,10,6.52712917327881,20,-98.34286,20.51483,-0.5,1
0.3943792283535,0.793308198451996,7.18508148193359,10,5.40225791931152,20,-99.00599,30.38724,-0.5,1
1.91987502574921,3.63534903526306,10,6.97878980636597,3.66644501686096,20,-103.8695,39.0516,-0.46594363451004,1
2.30718374252319,4.20578336715698,10,8.02882766723633,3.22789669036865,20,-110.8112,46.23835,-0.5,1
3.91487121582031,7.01559782028198,10,3.52753376960754,1.73126351833344,20,-119.5519,50.9633,-0.5,1
3.41032528877258,5.20093727111816,10,7.30906581878662,2.59884476661682,20,-129.2953,53.18576,0,1
2.93837428092957,5.98632001876831,10,5.57673692703247,3.12440276145935,20,-139.2292,54.02837,-0.5,1
4.61756753921509,9.3061466217041,10,2.76936650276184,1.54817402362823,20,-149.1429,52.79989,0.5,1
3.48828125,6.16350317001343,10,5.2618293762207,2.54321098327637,20,-159.1218,53.4082,-0.287956535816193,1
3.26980972290039,5.99785280227661,10,5.49104404449463,2.78590393066406,20,-169.1191,53.64295,0,1
3.28335452079773,6.24715518951416,10,5.26800918579102,2.78065609931946,20,-179.1185,53.68741,0,1
3.30188608169556,6.28240919113159,10,5.23301935195923,2.76214146614075,20,-189.1184,53.67339,0,1
3.32042741775513,5.54813051223755,10,8.41940402984619,2.74369955062866,19.63076,-199.0928,53.6594,0,-0.496837735176086
1.95909953117371,2.66752958297729,6.26366138458252,10,5.35209226608276,16.5699,-208.0276,53.17384,-0.5,-0.340313702821732
1.09041023254395,1.71413671970367,7.87220096588135,10,5.22241115570068,15.76452,-215.41,50.02959,-0.5,0.165328204631805
2.12019371986389,4.54644393920898,10,6.50893354415894,3.5098659992218,18.10738,-221.1263,44.15023,-0.224789768457413,1
3.66872811317444,5.75230264663696,10,5.02647542953491,2.00056767463684,20,-225.5788,35.44801,0,1
2.43380880355835,3.64950895309448,10,10,3.67213034629822,20,-228.8376,26.03141,-0.5,0.420850813388824
2.52421903610229,4.33242750167847,10,10,3.41657137870789,20,-228.5133,16.09814,-0.5,0.755706012248993
2.96450543403625,4.94477319717407,10,5.81865930557251,2.57338237762451,20,-224.4592,7.026274,-0.5,1
3.53554058074951,5.73787355422974,10,3.69434952735901,1.83376574516296,19.88,-217.5072,-0.1241036,-0.255457818508148,0
4.75263500213623,8.14258289337158,10,1.72006690502167,0.768372654914856,20,-208.9624,-5.117052,-0.390334874391556,1
2.9757604598999,4.01034927368164,9.79239273071289,10,3.61469697952271,20,-199.4527,-8.208915,-0.128460288047791,1
2.03226208686829,4.14585399627686,10,7.09887647628784,3.96854329109192,20,-189.5978,-9.497025,-0.5,1
2.04346513748169,3.27445530891418,10,10,4.31129598617554,20,-179.6352,-9.269802,0.340466141700745,1
0.603041589260101,0.976455211639404,9.90633964538574,10,5.86117172241211,20,-169.711,-10.47582,-0.35842564702034,1
1.8936767578125,4.50509738922119,10,6.55800485610962,4.0081205368042,20,-159.7582,-9.717203,0.271686315536499,1
2.11101651191711,4.14336109161377,10,7.23169183731079,3.92301940917969,20,-149.7651,-9.411744,0,1
2.37662672996521,4.66274404525757,10,6.68598604202271,3.66624069213867,20,-139.7672,-9.214047,0,1
2.69875478744507,4.46932315826416,10,10,3.31161522865295,20,-129.7697,-8.997973,-0.24945929646492,1
2.75542116165161,4.21752166748047,10,10,3.09438037872314,20,-120.0639,-6.807304,-0.5,0.315127611160278
3.1813530921936,5.46877574920654,10,5.38976144790649,2.50472784042358,20,-111.7861,-1.297672,-0.389862537384033,1
3.67403745651245,5.78375625610352,10,5.26783990859985,2.02899742126465,20,-105.5484,6.495282,0,1
2.33438205718994,3.72364640235901,8.10402393341064,10,4.24313545227051,20,-100.5296,15.09775,-0.5,1
1.67679929733276,2.65987658500671,7.98256158828735,10,4.85650491714478,20,-99.00014,24.9153,-0.5,1
1.50744092464447,2.57062959671021,9.4690113067627,10,4.43373250961304,20,-101.3441,34.57082,-0.5,1
2.6853301525116,4.80914735794067,10,5.8704309463501,2.91995215415955,20,-107.2047,42.59436,-0.5,1
